title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Antz,tt0120587,http://www.imdb.com/title/tt0120587/,6.6,60,10,1998,1.383333333,English,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woody Allen,0,Dan Aykroyd,0,Anne Bancroft,1,18,Eric Darnell,0,2,Aron Warner,3,Stan Webb,DreamWorks SKG,3,United States of America,1
Any Given Sunday,tt0146838,http://www.imdb.com/title/tt0146838/,6.8,55,12,1999,2.716666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Al Pacino,0,Cameron Diaz,1,Dennis Quaid,0,66,Oliver Stone,0,1,Dan Halsted,3,Stuart Levy,Donners Company,3,United States of America,1
Apocalypto,tt0472043,http://www.imdb.com/title/tt0472043/,7.8,40,12,2006,2.316666667,English,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rudy Youngblood,0,Raoul Max Trujillo,0,Gerardo Taracena,0,39,Mel Gibson,0,1,Mel Gibson,2,John Wright,Icon Productions,3,United States of America,1
Apollo 13,tt0112384,http://www.imdb.com/title/tt0112384/,7.6,52,6,1995,2.333333333,English,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks,0,Bill Paxton,0,Kevin Bacon,0,27,Ron Howard,0,1,Brian Grazer,1,Daniel P. Hanley,Imagine Entertainment,2,United States of America,1
Apollo 18,tt1772240,http://www.imdb.com/title/tt1772240/,5.2,5,7,2011,1.433333333,Český,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Ryan Robbins,0,Warren Christie,0,Lloyd Owen,0,11,Gonzalo López-Gallego,0,1,Timur Bekmambetov,2,Patrick Lussier,Bazelevs Production,3,Canada,2
Appaloosa,tt0800308,http://www.imdb.com/title/tt0800308/,6.8,20,9,2008,1.916666667,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Viggo Mortensen,0,Ed Harris,0,Renée Zellweger,1,14,Ed Harris,0,1,Ed Harris,3,Kathryn Himoff,New Line Cinema,3,United States of America,1
April Fools Day,tt0090655,http://www.imdb.com/title/tt0090655/,6.2,5,3,1986,1.483333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Deborah Foreman,1,Thomas F. Wilson,0,Lloyd Berry,0,13,Fred Walton,0,1,Frank Mancuso Jr.,1,Bruce Green,Paramount Pictures,3,Canada,2
Apt Pupil,tt0118636,http://www.imdb.com/title/tt0118636/,6.7,14,10,1998,1.783333333,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ian McKellen,0,Brad Renfro,0,David Schwimmer,0,18,Bryan Singer,0,1,Jane Hamsher,3,John Ottman,TriStar Pictures,3,France,2
Arabesque,tt0060121,http://www.imdb.com/title/tt0060121/,6.7,4.8,5,1966,1.75,English,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gregory Peck,0,Sophia Loren,1,Alan Badel,0,11,Stanley Donen,0,1,Stanley Donen,1,Frederick Wilson,Universal Pictures,2,United States of America,1
Arachnophobia,tt0099052,http://www.imdb.com/title/tt0099052/,6.3,31,8,1990,1.716666667,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Jeff Daniels,0,Harley Jane Kozak,1,Garette Ratliff Henson,0,32,Frank Marshall,0,1,Kathleen Kennedy,2,Michael Kahn,Amblin Entertainment,3,United States of America,1
Arbitrage,tt1764183,http://www.imdb.com/title/tt1764183/,6.7,12,9,2012,1.666666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Richard Gere,0,Susan Sarandon,1,Tim Roth,0,18,Nicholas Jarecki,0,1,Justin Nappi,4,Douglas Crise,Lionsgate,8,United States of America,1
Argo,tt1024648,http://www.imdb.com/title/tt1024648/,7.8,44.5,10,2012,2,English,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ben Affleck,0,Bryan Cranston,0,Alan Arkin,0,61,Ben Affleck,0,1,Ben Affleck,3,William Goldenberg,GK Films,3,United States of America,1
Arizona Dream,tt0106307,http://www.imdb.com/title/tt0106307/,7.4,19,1,1993,2.366666667,English,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp,0,Jerry Lewis,0,Faye Dunaway,1,18,Emir Kusturica,0,1,Claudie Ossard,2,Andrija Zafranović,Hachette Première,4,France,2
Arlington Road,tt0137363,http://www.imdb.com/title/tt0137363/,7.2,21.5,3,1999,1.95,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Jeff Bridges,0,Tim Robbins,0,Joan Cusack,1,16,Mark Pellington,0,1,Tom Gorai,3,Conrad Buff IV,Lakeshore Entertainment,5,United States of America,1
Armageddon,tt0120591,http://www.imdb.com/title/tt0120591/,6.6,140,7,1998,2.516666667,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bruce Willis,0,Billy Bob Thornton,0,Ben Affleck,0,67,Michael Bay,0,1,Michael Bay,3,Mark Goldblatt,Jerry Bruckheimer Films,3,United States of America,1
Army of Darkness,tt0106308,http://www.imdb.com/title/tt0106308/,7.6,11,10,1992,1.35,English,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bruce Campbell,0,Embeth Davidtz,1,Marcus Gilbert,0,11,Sam Raimi,0,1,Bruce Campbell,2,Sonny Baskin,Universal Pictures,3,United States of America,1
Around the World in 80 Days,tt0327437,http://www.imdb.com/title/tt0327437/,5.8,110,6,2004,2,Deutsch,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Chan,0,Steve Coogan,0,Cécile de France,1,26,Frank Coraci,0,1,Hal Lieberman,2,Tom Lewis,Studio Babelsberg,7,Germany,4
Around the World in Eighty Days,tt0048960,http://www.imdb.com/title/tt0048960/,6.8,6,10,1956,2.783333333,English,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Niven,0,Cantinflas,0,Finlay Currie,0,313,Michael Anderson,0,1,none,0,Gene Ruggiero,Michael Todd Company,1,United States of America,1
Arsenic and Old Lace,tt0036613,http://www.imdb.com/title/tt0036613/,8.1,1.120175,9,1944,1.966666667,English,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cary Grant,0,Priscilla Lane,1,Raymond Massey,0,26,Frank Capra,0,1,Frank Capra,2,Daniel Mandell,Warner Bros.,1,United States of America,1
Arthur,tt0082031,http://www.imdb.com/title/tt0082031/,6.9,7,7,1981,1.616666667,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dudley Moore,0,Liza Minnelli,1,John Gielgud,0,12,Steve Gordon,0,1,Robert Greenhut,1,Susan E. Morse,Orion Pictures,1,United States of America,1
Arthur et les Minimoys,tt0344854,http://www.imdb.com/title/tt0344854/,6,86,12,2006,1.566666667,English,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddie Highmore,0,Robert De Niro,0,Emilio Estevez,0,25,Luc Besson,0,1,Luc Besson,4,Yann Hervé,Canal Plus,4,France,1
As Good as It Gets,tt0119822,http://www.imdb.com/title/tt0119822/,7.8,50,12,1997,2.316666667,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jack Nicholson,0,Helen Hunt,1,Greg Kinnear,0,56,James L. Brooks,0,1,James L. Brooks,1,Richard Marks,Gracie Films,2,United States of America,1
Ass Backwards,tt1509788,http://www.imdb.com/title/tt1509788/,4.2,3,1,2013,1.5,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June Diane Raphael,0,Casey Wilson,1,Vincent DOnofrio,0,19,Chris Nelson,0,1,none,0,none,Worldview Entertainment,1,United States of America,1
Assassination Games,tt1436568,http://www.imdb.com/title/tt1436568/,6.2,8,7,2011,1.683333333,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean-Claude Van Damme,0,Scott Adkins,0,Kevin Chapman,0,15,Ernie Barbarash,0,1,Justin Bursch,3,Peter Devaney Flanagan,Mediapro Studios,3,United States of America,1
Assassination of a High School President,tt1018818,http://www.imdb.com/title/tt1018818/,6.4,11.5,1,2008,1.55,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mischa Barton,1,Reece Thompson,0,Bruce Willis,0,24,Brett Simon,0,1,Doug Davison,3,William M. Anderson,Vertigo Entertainment,2,United States of America,1
Assassins,tt0112401,http://www.imdb.com/title/tt0112401/,6.2,50,10,1995,2.2,English,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sylvester Stallone,0,Antonio Banderas,0,Julianne Moore,1,17,Richard Donner,0,1,Joel Silver,6,Richard Marks,Silver Pictures,6,France,2
Assault on Precinct 13,tt0398712,http://www.imdb.com/title/tt0398712/,6.3,30,1,2005,1.816666667,English,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethan Hawke,0,Laurence Fishburne,0,Gabriel Byrne,0,24,Jean-François Richet,0,1,Pascal Caucheteux,3,Bill Pankow,Rogue Pictures,4,United States of America,2
Astro Boy,tt0375568,http://www.imdb.com/title/tt0375568/,6.4,65,10,2009,1.566666667,English,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage,0,Kristen Bell,1,Bill Nighy,0,15,David Bowers,0,1,none,0,none,The Weinstein Company,4,Hong Kong,3
Asylum,tt0804443,http://www.imdb.com/title/tt0804443/,4,22,3,2008,1.55,Deutsch,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Sarah Roemer,1,Jake Muxworthy,0,Mark Rolston,0,8,David R. Ellis,0,1,Ashok Amritraj,2,Howard E. Smith,Hyde Park Films,2,United States of America,1
At Close Range,tt0090670,http://www.imdb.com/title/tt0090670/,7,6.5,4,1986,1.85,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sean Penn,0,Christopher Walken,0,Mary Stuart Masterson,1,33,James Foley,0,1,Don Guest,2,Howard A. Smith,Orion Pictures,1,United States of America,1
Atlantis: The Lost Empire,tt0230011,http://www.imdb.com/title/tt0230011/,6.7,120,6,2001,1.583333333,English,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael J. Fox,0,Corey Burton,0,Claudia Christian,1,15,Gary Trousdale,0,2,Don Hahn,1,Ellen Keneshea,Walt Disney Pictures,2,United States of America,1
Attack the Block,tt1478964,http://www.imdb.com/title/tt1478964/,6.6,14.350531,5,2011,1.466666667,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nick Frost,0,Jodie Whittaker,1,John Boyega,0,32,Joe Cornish,0,1,James Wilson,2,Jonathan Amos,UK Film Council,3,United Kingdom,1
August Rush,tt0426931,http://www.imdb.com/title/tt0426931/,7.6,25,11,2007,1.9,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Freddie Highmore,0,Keri Russell,1,Jonathan Rhys Meyers,0,59,Kirsten Sheridan,1,1,Richard Barton Lewis,1,William Steinkamp,Warner Bros.,3,United States of America,1
August: Osage County,tt1322269,http://www.imdb.com/title/tt1322269/,7.3,25,12,2013,2.016666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meryl Streep,1,Julia Roberts,1,Chris Cooper,0,20,John Wells,0,1,Harvey Weinstein,5,Stephen Mirrione,Jean Doumanian Productions,2,United States of America,1
Austin Powers: The Spy Who Shagged Me,tt0145660,http://www.imdb.com/title/tt0145660/,6.6,33,6,1999,1.583333333,Deutsch,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Myers,0,Heather Graham,1,Michael York,0,18,Jay Roach,0,1,Eric McLeod,6,Jon Poll,New Line Cinema,2,United States of America,1
Australia,tt0455824,http://www.imdb.com/title/tt0455824/,6.6,130,11,2008,2.75,English,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nicole Kidman,1,Hugh Jackman,0,Essie Davis,1,45,Baz Luhrmann,0,1,Baz Luhrmann,5,Michael McCusker,Bazmark Films,5,Australia,3
Auto Focus,tt0298744,http://www.imdb.com/title/tt0298744/,6.6,7,10,2002,1.733333333,English,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greg Kinnear,0,Willem Dafoe,0,Rita Wilson,1,15,Paul Schrader,0,1,none,0,Kristina Boden,Sony Pictures Classics,3,United States of America,1
Autumn in New York,tt0174480,http://www.imdb.com/title/tt0174480/,5.4,65,8,2000,1.716666667,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Gere,0,Winona Ryder,1,Anthony LaPaglia,0,11,Joan Chen,1,1,Tom Rosenberg,2,Ruby Yang,Lakeshore Entertainment,2,United States of America,1
Avatar,tt0499549,http://www.imdb.com/title/tt0499549/,8,237,12,2009,2.7,English,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sam Worthington,0,Zoe Saldana,1,Sigourney Weaver,1,83,James Cameron,0,1,James Cameron,2,Stephen E. Rivkin,Ingenious Film Partners,4,United States of America,2
AVP: Alien vs. Predator,tt0370263,http://www.imdb.com/title/tt0370263/,5.5,70,8,2004,1.683333333,Italiano,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sanaa Lathan,1,Raoul Bova,0,Ewen Bremner,0,25,Paul W.S. Anderson,0,1,David Giler,4,Alexander Berner,Impact Pictures,11,Canada,5
Awake,tt0211933,http://www.imdb.com/title/tt0211933/,6.5,86,11,2007,1.4,日本語,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Hayden Christensen,0,Jessica Alba,1,Terrence Howard,0,20,Joby Harold,0,1,Jason Kliot,4,Craig McKay,The Weinstein Company,3,United States of America,1
Away We Go,tt1176740,http://www.imdb.com/title/tt1176740/,7.1,17,6,2009,1.633333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,John Krasinski,0,Maya Rudolph,1,Carmen Ejogo,1,17,Sam Mendes,0,1,Peter Saraf,3,Sarah Flack,Neal Street Productions,3,United States of America,1
Babe,tt0112431,http://www.imdb.com/title/tt0112431/,6.9,30,7,1995,1.483333333,English,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christine Cavanaugh,1,Miriam Margolyes,1,Danny Mann,0,18,Chris Noonan,0,1,Bill Miller,3,Marcus DArcy,Universal Pictures,2,Australia,2
Babel,tt0449467,http://www.imdb.com/title/tt0449467/,7.5,25,9,2006,2.383333333,العربية,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt,0,Cate Blanchett,1,Gael García Bernal,0,50,Alejandro González Iñárritu,0,1,Steve Golin,5,Stephen Mirrione,Paramount Vantage,4,France,4
Baby Mama,tt0871426,http://www.imdb.com/title/tt0871426/,6.1,30,4,2008,1.65,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tina Fey,1,Amy Poehler,1,Dax Shepard,0,19,Michael McCullers,0,1,John Goldwyn,2,Bruce Green,Relativity Media,2,United States of America,1
Babylon A.D.,tt0364970,http://www.imdb.com/title/tt0364970/,5.5,70,8,2008,1.683333333,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Vin Diesel,0,Michelle Yeoh,1,Mélanie Thierry,1,19,Mathieu Kassovitz,0,1,Alain Goldman,2,Benjamin Weill,StudioCanal,8,France,2
Bachelor Party,tt0086927,http://www.imdb.com/title/tt0086927/,6.2,6,6,1984,1.75,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tom Hanks,0,Tawny Kitaen,1,Adrian Zmed,0,24,Neal Israel,0,1,Ron Moler,3,Tom Walls,Bachelor Party Productions,3,United States of America,1
Bachelor Party 2: The Last Temptation,tt0954541,http://www.imdb.com/title/tt0954541/,5.2,6,3,2008,1.733333333,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josh Cooke,0,Harland Williams,0,Greg Pitts,0,7,James Ryan,0,1,none,0,none,Ignition Pictures,3,United States of America,1
Bachna Ae Haseeno,tt1182972,http://www.imdb.com/title/tt1182972/,6.3,2.4,8,2008,2.55,हिन्दी,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Deepika Padukone,1,Ranbir Kapoor,0,Bipasha Basu,1,9,Siddharth Anand,0,1,Aditya Chopra,1,Ritesh Soni,Yash Raj Films,1,Australia,4
Back to the Future,tt0088763,http://www.imdb.com/title/tt0088763/,8.5,19,7,1985,1.933333333,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michael J. Fox,0,Christopher Lloyd,0,Lea Thompson,1,51,Robert Zemeckis,0,1,Bob Gale,2,Arthur Schmidt,Universal Pictures,3,United States of America,1
Back to the Future Part II,tt0096874,http://www.imdb.com/title/tt0096874/,7.8,40,11,1989,1.8,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michael J. Fox,0,Christopher Lloyd,0,Lea Thompson,1,55,Robert Zemeckis,0,1,Neil Canton,2,Harry Keramidas,Universal Pictures,3,United States of America,1
Back to the Future Part III,tt0099088,http://www.imdb.com/title/tt0099088/,7.4,40,5,1990,1.966666667,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Michael J. Fox,0,Christopher Lloyd,0,Mary Steenburgen,1,54,Robert Zemeckis,0,1,Neil Canton,2,Harry Keramidas,Universal Pictures,3,United States of America,1
Bad Boys,tt0112442,http://www.imdb.com/title/tt0112442/,6.8,19,4,1995,1.966666667,English,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Smith,0,Martin Lawrence,0,Téa Leoni,1,32,Michael Bay,0,1,Jerry Bruckheimer,2,Christian Wagner,Columbia Pictures,2,United States of America,1
Bad Boys II,tt0172156,http://www.imdb.com/title/tt0172156/,6.5,130,7,2003,2.45,English,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martin Lawrence,0,Will Smith,0,Jordi Mollà,0,21,Michael Bay,0,1,Jerry Bruckheimer,1,Roger Barton,Columbia Pictures Corporation,2,United States of America,1
Bad Company,tt0280486,http://www.imdb.com/title/tt0280486/,5.6,70,6,2002,1.933333333,English,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony Hopkins,0,Chris Rock,0,Peter Stormare,0,17,Joel Schumacher,0,1,Jerry Bruckheimer,3,Mark Goldblatt,Jerry Bruckheimer Films,3,United States of America,1
Bad Lieutenant,tt0103759,http://www.imdb.com/title/tt0103759/,7.1,1,9,1992,1.6,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harvey Keitel,0,Victor Argo,0,Frankie Thorn,1,17,Abel Ferrara,0,1,Edward R. Pressman,2,Anthony Redman,Bad Lt. Productions,1,United States of America,1
Bad Santa,tt0307987,http://www.imdb.com/title/tt0307987/,7.2,23,11,2003,1.516666667,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy Bob Thornton,0,Tony Cox,0,Brett Kelly,0,19,Terry Zwigoff,0,1,Joel Coen,4,Robert Hoffman,Columbia Pictures,3,Germany,2
Bad Teacher,tt1284575,http://www.imdb.com/title/tt1284575/,5.7,20,5,2011,1.533333333,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron Diaz,1,Jason Segel,0,Justin Timberlake,0,45,Jake Kasdan,0,1,David B. Householter,2,Tara Timpone,Columbia Pictures,2,United States of America,1
Bait,tt1438173,http://www.imdb.com/title/tt1438173/,5.2,30,9,2012,1.55,English,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Sharni Vinson,1,Phoebe Tonkin,1,Julian McMahon,0,17,Kimble Rendall,0,1,Gary Hamilton,3,Rodrigo Balart,Pictures in Paradise,7,Singapore,2
Balada triste de trompeta,tt1572491,http://www.imdb.com/title/tt1572491/,6.5,7,12,2010,1.683333333,Español,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santiago Segura,0,Antonio de la Torre,0,Raúl Arévalo,0,13,Álex de la Iglesia,0,1,Gerardo Herrero,3,Alejandro Lázaro,Televisión Española (TVE),7,France,2
Bande à part,tt0057869,http://www.imdb.com/title/tt0057869/,7.9,0.12,8,1964,1.616666667,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anna Karina,1,Claude Brasseur,0,Sami Frey,0,9,Jean-Luc Godard,0,1,none,0,Agnès Guillemot,Orsay Films,1,France,1
Bandits,tt0219965,http://www.imdb.com/title/tt0219965/,6.6,75,10,2001,2.05,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis,0,Billy Bob Thornton,0,Cate Blanchett,1,10,Barry Levinson,0,1,Barry Levinson,7,Stu Linder,Cheyenne Enterprises,7,United States of America,1
Banlieue 13 - Ultimatum,tt1247640,http://www.imdb.com/title/tt1247640/,6.5,15,2,2009,1.683333333,Français,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyril Raffaelli,0,David Belle,0,Philippe Torreton,0,12,Patrick Alessandrin,0,1,Luc Besson,1,Julien Rey,Sofica Europacorp,6,France,1
Barbarella,tt0062711,http://www.imdb.com/title/tt0062711/,5.9,9,10,1968,1.633333333,English,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Fonda,1,John Phillip Law,0,Anita Pallenberg,1,31,Roger Vadim,0,1,Dino De Laurentiis,1,Victoria Mercanton,Dino de Laurentiis Cinematografica,2,United States of America,1
Barcelona,tt0109219,http://www.imdb.com/title/tt0109219/,7,3.2,7,1994,1.666666667,Español,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Taylor Nichols,0,Chris Eigeman,0,Mira Sorvino,1,5,Whit Stillman,0,1,none,0,none,Fine Line Features,3,United States of America,1
Barfi!,tt2082197,http://www.imdb.com/title/tt2082197/,8.3,4.437508,9,2012,2.583333333,हिन्दी,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Priyanka Chopra,1,Ranbir Kapoor,0,Ileana DCruz,1,4,Anurag Basu,0,1,Ronnie Screwvala,2,none,UTV Motion Pictures,1,India,1
Barry Lyndon,tt0072684,http://www.imdb.com/title/tt0072684/,8.1,11,12,1975,3.066666667,Deutsch,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan ONeal,0,Marisa Berenson,1,Hardy Krüger,0,17,Stanley Kubrick,0,1,Stanley Kubrick,2,Tony Lawson,Hawk Films,3,United Kingdom,2
Barton Fink,tt0101410,http://www.imdb.com/title/tt0101410/,7.8,9,8,1991,1.933333333,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,John Turturro,0,John Goodman,0,Judy Davis,1,14,Joel Coen,0,1,Ethan Coen,1,Joel Coen,Twentieth Century Fox Film Corporation,3,United Kingdom,2
Basic,tt0264395,http://www.imdb.com/title/tt0264395/,6.5,50,4,2003,1.633333333,English,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Travolta,0,Connie Nielsen,1,Samuel L. Jackson,0,17,John McTiernan,0,1,Mike Medavoy,4,George Folsey Jr.,Intermedia Films,2,United States of America,1
Basic Instinct,tt0103772,http://www.imdb.com/title/tt0103772/,6.9,49,3,1992,2.116666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Michael Douglas,0,Sharon Stone,1,George Dzundza,0,35,Paul Verhoeven,0,1,Alan Marshall,3,Frank J. Urioste,TriStar Pictures,3,France,2
Basquiat,tt0115632,http://www.imdb.com/title/tt0115632/,6.9,2.962051,8,1996,1.8,English,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey Wright,0,David Bowie,0,Dennis Hopper,0,20,Julian Schnabel,0,1,Jon Kilik,3,Michael Berenbaum,none,0,United States of America,1
Batman,tt0096895,http://www.imdb.com/title/tt0096895/,7.6,35,6,1989,2.1,English,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Nicholson,0,Michael Keaton,0,Kim Basinger,1,18,Tim Burton,0,1,Peter Guber,2,Ray Lovejoy,PolyGram Filmed Entertainment,3,United Kingdom,2
Batman Begins,tt0372784,http://www.imdb.com/title/tt0372784/,8.3,150,6,2005,2.333333333,English,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Bale,0,Michael Caine,0,Liam Neeson,0,113,Christopher Nolan,0,1,Larry J. Franco,4,Lee Smith,DC Comics,6,United Kingdom,2
Batman Forever,tt0112462,http://www.imdb.com/title/tt0112462/,5.4,100,5,1995,2.016666667,English,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Val Kilmer,0,Nicole Kidman,1,Chris ODonnell,0,17,Joel Schumacher,0,1,Tim Burton,2,Mark Stevens,Warner Bros.,2,United Kingdom,2
