title,imdb_id,imdb_url,imdb_score,budget_in_millions,month_of_release,year_of_release,duration_in_hours,main_lang,total_number_languages,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor2_name,main_actor2_is_female,main_actor3_name,main_actor3_is_female,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Planet of the Apes,tt0063442,http://www.imdb.com/title/tt0063442/,8,5.8,2,1968,1.866666667,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Charlton Heston,0,Roddy McDowall,0,Kim Hunter,1,31,Franklin J. Schaffner,0,1,Arthur P. Jacobs,1,Hugh S. Fowler,Twentieth Century Fox Film Corporation,2,United States of America,1
Planet of the Apes,tt0133152,http://www.imdb.com/title/tt0133152/,5.7,100,7,2001,1.983333333,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mark Wahlberg,0,Tim Roth,0,Helena Bonham Carter,1,23,Tim Burton,0,1,Richard D. Zanuck,1,Chris Lebenzon,Twentieth Century Fox Film Corporation,3,United States of America,1
Platoon,tt0091763,http://www.imdb.com/title/tt0091763/,8.2,6,12,1986,2,English,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tom Berenger,0,Charlie Sheen,0,Willem Dafoe,0,31,Oliver Stone,0,1,A. Kitman Ho,2,Claire Simpson,Orion Pictures,2,United Kingdom,2
Play Misty for Me,tt0067588,http://www.imdb.com/title/tt0067588/,7,0.725,11,1971,1.7,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Clint Eastwood,0,Jessica Walter,1,John Larch,0,15,Clint Eastwood,0,1,Robert Daley,1,Carl Pingitore,Universal Pictures,2,United States of America,1
Please Give,tt0878835,http://www.imdb.com/title/tt0878835/,6.6,3,1,2010,1.5,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rebecca Hall,1,Catherine Keener,1,Amanda Peet,1,14,Nicole Holofcener,1,1,Anthony Bregman,1,none,Sony Pictures Classics,3,United States of America,1
Pocahontas,tt0114148,http://www.imdb.com/title/tt0114148/,6.5,55,6,1995,1.35,English,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irene Bedard,1,Mel Gibson,0,David Ogden Stiers,0,16,Mike Gabriel,0,2,James Pentecost,1,H. Lee Peterson,Walt Disney Pictures,2,United States of America,1
Point Blank,tt0062138,http://www.imdb.com/title/tt0062138/,7.5,2.5,8,1967,1.533333333,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lee Marvin,0,Angie Dickinson,1,Keenan Wynn,0,25,John Boorman,0,1,Judd Bernard,3,Henry Berman,Metro-Goldwyn-Mayer (MGM),2,United States of America,1
Point Break,tt0102685,http://www.imdb.com/title/tt0102685/,7.1,24,7,1991,2,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Patrick Swayze,0,Keanu Reeves,0,Gary Busey,0,35,Kathryn Bigelow,1,1,Peter Abrams,3,Bert Lovitt,20th Century Fox,3,United States of America,1
Police Academy,tt0087928,http://www.imdb.com/title/tt0087928/,6.6,4.5,3,1984,1.6,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Guttenberg,0,Kim Cattrall,1,G. W. Bailey,0,18,Hugh Wilson,0,1,Paul Maslansky,1,Robert Brown,Warner Bros.,2,United States of America,1
Poltergeist,tt0084516,http://www.imdb.com/title/tt0084516/,7.4,10.7,6,1982,1.9,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Craig T. Nelson,0,JoBeth Williams,1,Beatrice Straight,1,16,Steven Spielberg,0,2,Steven Spielberg,2,Michael Kahn,SLM Production Group,2,United States of America,1
Poltergeist II: The Other Side,tt0091778,http://www.imdb.com/title/tt0091778/,5.6,19,5,1986,1.516666667,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Craig T. Nelson,0,JoBeth Williams,1,Heather ORourke,1,9,Brian Gibson,0,1,Michael Grais,2,Thom Noble,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Pompeii,tt1921064,http://www.imdb.com/title/tt1921064/,5.7,130,2,2014,1.75,English,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kit Harington,0,Carrie-Anne Moss,1,Emily Browning,1,36,Paul W.S. Anderson,0,1,Paul W.S. Anderson,5,Michele Conroy,Impact Pictures,5,Canada,3
Poseidon,tt0409182,http://www.imdb.com/title/tt0409182/,5.6,160,5,2006,1.65,English,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Russell,0,Richard Dreyfuss,0,Josh Lucas,1,14,Wolfgang Petersen,0,1,Todd Arnow,9,Peter Honess,Virtual Studios,6,United States of America,1
Possession,tt0256276,http://www.imdb.com/title/tt0256276/,6.4,25,10,2002,1.7,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Gwyneth Paltrow,1,Aaron Eckhart,0,Jeremy Northam,0,20,Neil LaBute,0,1,Len Amato,2,Claire Simpson,Warner Bros. Pictures,3,United Kingdom,2
Practical Magic,tt0120791,http://www.imdb.com/title/tt0120791/,6,75,10,1998,1.733333333,English,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sandra Bullock,1,Nicole Kidman,1,Evan Rachel Wood,1,11,Griffin Dunne,0,1,Denise Di Novi,1,Elizabeth Kling,Village Roadshow Pictures,5,United States of America,1
Precious,tt0929632,http://www.imdb.com/title/tt0929632/,7.4,10,11,2009,1.833333333,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabourey Sidibe,1,MoNique,1,Paula Patton,1,22,Lee Daniels,0,1,none,0,none,Smokewood Entertainment Group,1,United States of America,1
Predator 2,tt0100403,http://www.imdb.com/title/tt0100403/,6.2,35,11,1990,1.8,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Kevin Peter Hall,0,Danny Glover,0,Gary Busey,0,33,Stephen Hopkins,0,1,Joel Silver,3,Mark Goldblatt,Twentieth Century Fox Film Corporation,4,United States of America,1
Predators,tt1424381,http://www.imdb.com/title/tt1424381/,6.4,40,7,2010,1.783333333,English,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Topher Grace,0,Alice Braga,1,Laurence Fishburne,0,12,Nimród Antal,0,1,Robert Rodriguez,3,Dan Zimmerman,Twentieth Century Fox Film Corporation,4,United States of America,1
Prefontaine,tt0119937,http://www.imdb.com/title/tt0119937/,6.7,8,1,1997,1.766666667,English,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jared Leto,0,R. Lee Ermey,0,Ed ONeill,0,7,Steve James,0,1,none,0,none,Hollywood Pictures,1,United States of America,1
Premium Rush,tt1547234,http://www.imdb.com/title/tt1547234/,6.5,35,8,2012,1.516666667,普通话,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Joseph Gordon-Levitt,0,Michael Shannon,0,Dania Ramirez,1,10,David Koepp,0,1,none,0,none,Pariah Entertainment Group,1,United States of America,1
Presumed Innocent,tt0100404,http://www.imdb.com/title/tt0100404/,6.9,22,7,1990,2.116666667,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Harrison Ford,0,Brian Dennehy,0,Raúl Juliá,0,22,Alan J. Pakula,0,1,Sydney Pollack,2,Evan A. Lottman,Mirage Enterprises,2,United States of America,1
Pretty Woman,tt0100405,http://www.imdb.com/title/tt0100405/,6.9,14,3,1990,1.983333333,English,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Julia Roberts,1,Richard Gere,0,Ralph Bellamy,0,17,Garry Marshall,0,1,Arnon Milchan,2,Raja Gosnell,Touchstone Pictures,2,United States of America,1
Pride & Prejudice,tt0414387,http://www.imdb.com/title/tt0414387/,7.8,28,9,2005,2.25,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Keira Knightley,1,Matthew Macfadyen,0,Rosamund Pike,1,19,Joe Wright,0,1,Tim Bevan,3,Paul Tothill,Universal Pictures,5,France,3
Pride and Glory,tt0482572,http://www.imdb.com/title/tt0482572/,6.7,30,9,2008,2.166666667,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Edward Norton,0,Jon Voight,0,Colin Farrell,0,18,Gavin OConnor,0,1,Greg OConnor,3,Lisa Zeno Churgin,New Line Cinema,5,United States of America,2
Primal Fear,tt0117381,http://www.imdb.com/title/tt0117381/,7.7,30,4,1996,2.15,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Richard Gere,0,Edward Norton,0,Laura Linney,1,13,Gregory Hoblit,0,1,none,0,David Rosenbloom,Paramount Pictures,1,United States of America,1
Primary Colors,tt0119942,http://www.imdb.com/title/tt0119942/,6.7,65,3,1998,2.383333333,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Travolta,0,Emma Thompson,1,Billy Bob Thornton,0,17,Mike Nichols,0,1,Mike Nichols,3,Arthur P. Schmidt,Universal Pictures,2,France,5
Prince of Darkness,tt0093777,http://www.imdb.com/title/tt0093777/,6.7,3,10,1987,1.683333333,Latin,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Donald Pleasence,0,Lisa Blount,1,Victor Wong,0,17,John Carpenter,0,1,Larry J. Franco,1,Steve Mirkovich,Universal Pictures,4,United States of America,1
Prince of Persia: The Sands of Time,tt0473075,http://www.imdb.com/title/tt0473075/,6.6,150,5,2010,1.933333333,English,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake Gyllenhaal,0,Ben Kingsley,0,Alfred Molina,0,13,Mike Newell,0,1,Jerry Bruckheimer,1,Mick Audsley,Walt Disney Pictures,2,United States of America,1
Prison,tt0095904,http://www.imdb.com/title/tt0095904/,5.9,1.3,3,1988,1.7,English,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Viggo Mortensen,0,Chelsea Field,1,Lane Smith,0,15,Renny Harlin,0,1,Irwin Yablans,1,Andy Horvitch,Empire Pictures,1,United States of America,1
Prisoners,tt1392214,http://www.imdb.com/title/tt1392214/,8.1,46,9,2013,2.55,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hugh Jackman,0,Jake Gyllenhaal,0,Paul Dano,0,34,Denis Villeneuve,0,1,Broderick Johnson,4,Joel Cox,Alcon Entertainment,3,United States of America,1
Progeny,tt0167350,http://www.imdb.com/title/tt0167350/,4.7,2.5,3,1998,1.633333333,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Arnold Vosloo,0,Jillian McWhirter,1,Brad Dourif,0,11,Brian Yuzna,0,1,Jack F. Murphy,2,none,Progeny Films Inc.,1,United States of America,1
Project X,tt1636826,http://www.imdb.com/title/tt1636826/,6.7,12,3,2012,1.466666667,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oliver Cooper,0,Jonathan Daniel Brown,0,Thomas Mann,0,28,Nima Nourizadeh,0,1,Todd Phillips,1,Jeff Groth,Silver Pictures,2,United States of America,1
